name,satnum,intl_des,epoch_utc,incl_deg,raan_deg,ecc,argp_deg,mean_anom_deg,mean_motion_rev_per_day,period_min,sma_km,perigee_km,apogee_km,bstar,source_file,tle_line1,tle_line2
HULIANWANG DIGUI-18,62978,25030H,2025-09-25T05:52:57.880707Z,50.0055,105.7086,0.0001205,80.1543,279.9466,13.29331337,108.32513760262013,7527.4234243845995,1148.379369861962,1150.1934789072375,8.0735e-05,tles/gw.txt,1 62978U 25030H   25268.24511436 -.00000087  00000+0  80735-4 0  9993,2 62978  50.0055 105.7086 0001205  80.1543 279.9466 13.29331337 30624
HULIANWANG DIGUI-19,62979,25030J,2025-09-25T06:41:07.722229Z,50.0035,105.8566,0.0001236,76.3135,283.7875,13.293306829999999,108.32519089608647,7527.425893263401,1148.3585034229936,1150.2192831038092,8.157e-05,tles/gw.txt,1 62979U 25030J   25268.27856160 -.00000086  00000+0  81570-4 0  9990,2 62979  50.0035 105.8566 0001236  76.3135 283.7875 13.29330683 30625
CZ-8A R/B,62980,25030K,2025-09-25T06:53:11.899414Z,50.0075,348.6049,0.011858,161.7366,198.7864,14.328065459999998,100.50205340142271,7160.50199372095,697.4557610794072,867.2742263624923,0.00019591,tles/gw.txt,1 62980U 25030K   25268.28694328  .00000413  00000+0  19591-3 0  9995,2 62980  50.0075 348.6049 0118580 161.7366 198.7864 14.32806546 32389
HULIANWANG DIGUI-20,63687,25086A,2025-09-25T07:18:28.127777Z,86.5058,42.3042,0.0001241,106.0282,254.0989,13.24414803,108.72726556198118,7546.04094172306,1166.9674780421929,1168.8404054039293,0.00011635,tles/gw.txt,1 63687U 25086A   25268.30449222  .00000065  00000+0  11635-3 0  9999,2 63687  86.5058  42.3042 0001241 106.0282 254.0989 13.24414803 19812
HULIANWANG DIGUI-21,63688,25086B,2025-09-25T07:29:19.205383Z,86.5085,42.2871,0.0001142,103.17320000000001,256.953,13.24414771,108.72726818900753,7546.041063272751,1167.0423053833256,1168.7658211621774,0.00013553000000000003,tles/gw.txt,1 63688U 25086B   25268.31202784  .00000073  00000+0  13553-3 0  9991,2 63688  86.5085  42.2871 0001142 103.1732 256.9530 13.24414771 19806
HULIANWANG DIGUI-22,63689,25086C,2025-09-25T07:40:11.431213Z,86.5052,42.2416,0.0001311,109.0694,251.05820000000003,13.24414882,108.72725907651044,7546.0406416472815,1166.914355719162,1168.8929275754017,0.00017086000000000003,tles/gw.txt,1 63689U 25086C   25268.31957675  .00000088  00000+0  17086-3 0  9999,2 63689  86.5052  42.2416 0001311 109.0694 251.0582 13.24414882 19802
HULIANWANG DIGUI-23,63690,25086D,2025-09-25T08:01:56.551575Z,86.50940000000001,42.3088,0.0001334,104.3176,255.8107,13.24414785,108.7272670396835,7546.041010094761,1166.8973682240148,1168.910651965508,0.00016147,tles/gw.txt,1 63690U 25086D   25268.33468231  .00000084  00000+0  16147-3 0  9991,2 63690  86.5094  42.3088 0001334 104.3176 255.8107 13.24414785 19801
HULIANWANG DIGUI-24,63691,25086E,2025-09-25T08:12:45.413849Z,86.51,42.3223,0.0001235,107.9747,252.1522,13.244156119999998,108.72719914751355,7546.037868796562,1166.968933119766,1168.832804473358,9.4646e-05,tles/gw.txt,1 63691U 25086E   25268.34219229  .00000055  00000+0  94646-4 0  9993,2 63691  86.5100  42.3223 0001235 107.9747 252.1522 13.24415612 19805
HULIANWANG DIGUI-25,63692,25086F,2025-09-25T08:23:44.938721Z,86.5041,42.2363,0.0001259,107.219,252.9082,13.24413945,108.72733599916904,7546.044200775842,1166.9571538109649,1168.8572477407197,6.785e-05,tles/gw.txt,1 63692U 25086F   25268.34982568  .00000044  00000+0  67850-4 0  9992,2 63692  86.5041  42.2363 0001259 107.2190 252.9082 13.24413945 19801
HULIANWANG DIGUI-26,63693,25086G,2025-09-25T07:51:03.796112Z,86.50880000000001,42.2953,0.0001178,110.3377,249.78840000000002,13.24414585,108.72728345860068,7546.041769780426,1167.0158460599469,1168.7936935009056,0.00014411,tles/gw.txt,1 63693U 25086G   25268.32712727  .00000076  00000+0  14411-3 0  9998,2 63693  86.5088  42.2953 0001178 110.3377 249.7884 13.24414585 19805
HULIANWANG DIGUI-27,63694,25086H,2025-09-25T08:34:36.385254Z,86.5051,42.2534,0.00013,106.1096,254.01820000000004,13.24415213,108.72723190321734,7546.039384368078,1166.92139924811,1168.883369488046,0.004645000000000001,tles/gw.txt,1 63694U 25086H   25268.35736557  .00002009  00000+0  46450-2 0  9994,2 63694  86.5051  42.2534 0001300 106.1096 254.0182 13.24415213 19808
HULIANWANG DIGUI-28,63695,25086J,2025-09-25T07:07:33.641754Z,86.5013,42.2337,0.0001264,108.2116,251.9155,13.244149379999998,108.7272544792152,7546.0404289353555,1166.949609425139,1168.8572484455735,0.00011055,tles/gw.txt,1 63695U 25086J   25268.29691715  .00000062  00000+0  11055-3 0  9995,2 63695  86.5013  42.2337 0001264 108.2116 251.9155 13.24414938 19790
HULIANWANG DIGUI-29,63696,25086K,2025-09-25T06:56:41.771881Z,86.5041,42.273,0.0001236,103.507,256.6202,13.24414142,108.72731982651995,7546.043452484857,1166.9737615141303,1168.8391434555842,6.1296e-05,tles/gw.txt,1 63696U 25086K   25268.28937236  .00000041  00000+0  61296-4 0  9996,2 63696  86.5041  42.2730 0001236 103.5070 256.6202 13.24414142 19797
HULIANWANG DIGUI-30,64283,25121A,2025-09-25T07:07:29.730438Z,86.4914,103.00380000000001,0.0001753,89.4972,270.6363,13.24420315,108.72681305858707,7546.020004861828,1166.5601875549764,1169.2058221686802,-1.1194e-05,tles/gw.txt,1 64283U 25121A   25268.29687188  .00000010  00000+0 -11194-4 0  9997,2 64283  86.4914 103.0038 0001753  89.4972 270.6363 13.24420315 15094
HULIANWANG DIGUI-31,64284,25121B,2025-09-25T06:56:38.907745Z,86.4935,103.0247,0.0001751,89.7485,270.385,13.2441876,108.72694071473285,7546.025911381813,1166.5676022447306,1169.2102205188967,-1.6987e-05,tles/gw.txt,1 64284U 25121B   25268.28933921  .00000007  00000+0 -16987-4 0  9997,2 64284  86.4935 103.0247 0001751  89.7485 270.3850 13.24418760 15099
HULIANWANG DIGUI-32,64285,25121C,2025-09-25T06:45:45.988129Z,86.4875,102.9484,0.0001652,90.78940000000001,269.3429,13.24418355,108.72697396284575,7546.0274497377895,1166.6438460030931,1169.1370534724874,-3.0244000000000002e-06,tles/gw.txt,1 64285U 25121C   25268.28178227  .00000013  00000+0 -30244-5 0  9998,2 64285  86.4875 102.9484 0001652  90.7894 269.3429 13.24418355 15090
HULIANWANG DIGUI-33,64286,25121D,2025-09-25T06:24:00.454742Z,86.4911,102.9856,0.0001979,91.4615,268.6746,13.244188709999998,108.72693160229066,7546.02548975846,1166.395131314037,1169.3818482028837,2.2642e-05,tles/gw.txt,1 64286U 25121D   25268.26667193  .00000024  00000+0  22642-4 0  9995,2 64286  86.4911 102.9856 0001979  91.4615 268.6746 13.24418871 15093
HULIANWANG DIGUI-34,64287,25121E,2025-09-25T06:34:53.452148Z,86.4934,103.0164,0.0001771,90.4894,269.6443,13.244185890000002,108.72695475282246,7546.026560909795,1166.5531596058581,1169.2259622137317,3.7982e-05,tles/gw.txt,1 64287U 25121E   25268.27422977  .00000031  00000+0  37982-4 0  9997,2 64287  86.4934 103.0164 0001771  90.4894 269.6443 13.24418589 15092
CZ-6A R/B,64288,25121F,2025-09-24T22:54:11.323853Z,86.5013,100.5156,0.0103681,134.4856,226.4854,13.94029817,103.29764704021392,7292.679585904343,838.9313546897283,990.1538171189586,8.7981e-05,tles/gw.txt,1 64288U 25121F   25267.95429773  .00000140  00000+0  87981-4 0  9998,2 64288  86.5013 100.5156 0103681 134.4856 226.4854 13.94029817 15484
HULIANWANG DIGUI-35,64956,25159A,2025-09-25T07:23:46.781372Z,86.5026,11.8732,0.0001715,91.0271,269.106,13.244207440000002,108.7267778403205,7546.018375348059,1166.5872331966866,1169.1755174994314,0.00026699,tles/gw.txt,1 64956U 25159A   25268.30818034  .00000129  00000+0  26699-3 0  9998,2 64956  86.5026  11.8732 0001715  91.0271 269.1060 13.24420744  8064
HULIANWANG DIGUI-36,64957,25159B,2025-09-25T07:12:54.088135Z,86.5047,11.883100000000002,0.00017,91.3681,268.7648,13.24420272,108.72681658862436,7546.020168193093,1166.6003447645007,1169.1659916216859,4.8975000000000005e-05,tles/gw.txt,1 64957U 25159B   25268.30062602  .00000036  00000+0  48975-4 0  9990,2 64957  86.5047  11.8831 0001700  91.3681 268.7648 13.24420272  8063
HULIANWANG DIGUI-37,64958,25159C,2025-09-25T07:02:01.045837Z,86.4988,11.8386,0.0001728,91.4772,268.656,13.24421574,108.72670970248028,7546.01522267823,1166.5742712477522,1169.1821741087097,0.0003863,tles/gw.txt,1 64958U 25159C   25268.29306766  .00000180  00000+0  38630-3 0  9997,2 64958  86.4988  11.8386 0001728  91.4772 268.6560 13.24421574  8062
HULIANWANG DIGUI-38,64959,25159D,2025-09-25T06:51:08.776794Z,86.5047,11.876,0.0001689,90.8801,269.2527,13.24419757,108.72685886699588,7546.022124370564,1166.6106012337577,1169.1596475073702,5.3692e-05,tles/gw.txt,1 64959U 25159D   25268.28551825  .00000038  00000+0  53692-4 0  9993,2 64959  86.5047  11.8760 0001689  90.8801 269.2527 13.24419757  8068
HULIANWANG DIGUI-39,64960,25159E,2025-09-25T06:40:15.828644Z,86.5023,11.8558,0.0001687,91.20730000000002,268.9254,13.24419896,108.72684745593703,7546.021596392442,1166.6115825491306,1169.157610235753,0.00025741,tles/gw.txt,1 64960U 25159E   25268.27796098  .00000125  00000+0  25741-3 0  9997,2 64960  86.5023  11.8558 0001687  91.2073 268.9254 13.24419896  8060
CZ-6A R/B,64961,25159F,2025-09-25T06:11:59.538330Z,86.5131,10.3004,0.0100974,293.3718,65.6859,13.94029648,103.29765956311999,7292.680175304923,840.9060665027991,988.1802841070476,7.827499999999999e-05,tles/gw.txt,1 64961U 25159F   25268.25832799  .00000124  00000+0  78275-4 0  9995,2 64961  86.5131  10.3004 0100974 293.3718  65.6859 13.94029648  8311
HULIANWANG DIGUI-40,65043,25162A,2025-09-24T09:45:46.050323Z,49.999,147.5814,1.86e-05,339.4045,20.6844,13.8502988,103.96887610829017,7324.237403266392,945.9641724506919,946.2366340820927,0.00013912,tles/gw.txt,1 65043U 25162A   25267.40678299  .00000014  00000+0  13912-3 0  9994,2 65043  49.9990 147.5814 0000186 339.4045  20.6844 13.85029880  7862
